id	segment_id	A1_duration	A1_offcount	A1_oncount	A2_duration	A2_offcount	A2_oncount	A3_duration	A3_offcount	A3_oncount	A4_duration	A4_offcount	A4_oncount	A5_duration	A5_offcount	A5_oncount	A6_duration	A6_offcount	A6_oncount	D1_duration	D1_offcount	D1_oncount	D3_duration	D3_offcount	D3_oncount	D4_duration	D4_offcount	D4_oncount	D5_duration	D5_offcount	D5_oncount	D7_duration	D7_offcount	D7_oncount	M2_duration	M2_offcount	M2_oncount	M3_duration	M3_offcount	M3_oncount	M6_duration	M6_offcount	M6_oncount	M7_duration	M7_offcount	M7_oncount	P4_duration	P4_offcount	P4_oncount	P5_duration	P5_offcount	P5_oncount	bass	intervals	m2_duration	m2_offcount	m2_oncount	m3_duration	m3_offcount	m3_oncount	m6_duration	m6_offcount	m6_oncount	m7_duration	m7_offcount	m7_oncount
267	14																																								1/6	0.0	1.0							1/2	0.5	0.5	G	('M6', 'P5', 'm7')										1/3	1.0	0.0
267	15																																					1/6	1.0	0.0							1/6	0.0	1.0	1/3	0.0	1.0	G	('M3', 'P4', 'P5', 'm7')										1/3	1.0	0.0
267	16																																					1	0.0	1.0													C	('M3',)												
267	17																																								1/3	0.0	1.0				1/3	0.0	1.0	1/3	0.0	1.0	G	('M6', 'P4', 'P5')												
267	18																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
267	19																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
267	20																																		1/4	0.0	1.0	1/4	0.0	1.0										1/4	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/4	0.0	1.0
267	21																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
267	22																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
267	23																																		1/3	0.0	1.0													2/3	0.0	1.0	C	('M2', 'P5')												
267	24																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
267	25																																																	1	0.0	1.0	Ab	('P5',)												
267	26																																								1/3	0.0	1.0				1/3	0.0	1.0				Eb	('M6', 'P4', 'm7')										1/3	0.0	1.0
267	27																																								2/3	0.0	1.0				1/3	0.0	1.0				Eb	('M6', 'P4')												
267	28																																														1/2	0.0	1.0				Bb	('P4', 'm3')				1/2	0.0	1.0						
267	29																																					1/2	0.0	1.0													Eb	('M3', 'm7')										1/2	0.0	1.0
267	30																																					1/3	0.0	1.0													Eb	('M3', 'm7')										2/3	0.0	1.0
267	31																																					1/2	0.0	1.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
267	32													1/6	0.0	1.0																									1/2	0.5	0.5				1/3	0.0	1.0				Eb	('A5', 'M6', 'P4')												
267	33																																								1/2	0.5	0.5				1/3	0.0	1.0				Eb	('M6', 'P4', 'm7')										1/6	0.0	1.0
267	34										1	0.0	1.0																																								Eb	('A4',)												
267	35																																					1/3	0.0	1.0										2/3	0.0	1.0	Eb	('M3', 'P5')												
267	36																																					1/3	0.0	1.0										2/3	0.5	0.5	Eb	('M3', 'P5')												
267	37																																					1/2	0.0	1.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
267	38																																								1/3	0.0	1.0				1/3	0.0	1.0				Eb	('M6', 'P4', 'm7')										1/3	0.0	1.0
267	39																																								2/3	0.0	1.0				1/3	0.0	1.0				Eb	('M6', 'P4')												
267	40																																														1/2	0.0	1.0				Bb	('P4', 'm3')				1/2	0.0	1.0						
267	41																																		1/3	0.0	1.0	1/3	0.0	1.0													Eb	('M2', 'M3', 'm7')										1/3	0.0	1.0
267	42																																					1/3	0.0	1.0													Eb	('M3', 'm7')										2/3	0.0	1.0
267	43																																					1/2	0.0	1.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
267	44													1/6	0.0	1.0																									1/2	0.5	0.5				1/3	0.0	1.0				Eb	('A5', 'M6', 'P4')												
267	45																																								3/5	0.5	0.5				2/5	0.0	1.0				Eb	('M6', 'P4')												
267	46										1	0.0	1.0																																								Eb	('A4',)												
267	47																																					1/3	0.0	1.0										2/3	0.0	1.0	Eb	('M3', 'P5')												
267	48																																					1/3	0.0	1.0										2/3	0.5	0.5	Eb	('M3', 'P5')												
267	49																																					1/2	0.0	1.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
267	50				1/3	0.0	1.0																																		1/3	0.0	1.0	1/3	0.0	1.0							Eb	('A2', 'M6', 'M7')												
267	51				1/3	0.0	1.0																																		2/3	0.0	1.0										Eb	('A2', 'M6')												
267	52																																								1/2	0.0	1.0							1/2	0.0	1.0	G	('M6', 'P5')												
267	53																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
267	54																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
267	55																																					1/4	0.0	1.0													G	('M3', 'm7')										3/4	0.5	0.5
267	56																																								1/6	0.0	1.0							1/2	0.5	0.5	G	('M6', 'P5', 'm7')										1/3	1.0	0.0
267	57																																					1/6	1.0	0.0							1/6	0.0	1.0	1/3	0.0	1.0	G	('M3', 'P4', 'P5', 'm7')										1/3	1.0	0.0
267	58																																					1	0.0	1.0													C	('M3',)												
267	59																																								1/3	0.0	1.0				1/3	0.0	1.0	1/3	0.0	1.0	G	('M6', 'P4', 'P5')												
267	60																																								1/3	0.0	1.0				2/3	0.0	1.0				G	('M6', 'P4')												
267	61																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
267	62																																		1/4	0.0	1.0	1/4	0.0	1.0										1/4	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/4	0.0	1.0
267	63																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
267	64																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
267	65																																														1/2	0.0	1.0				G	('P4', 'm7')										1/2	0.0	1.0
267	66																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
267	67																																					1/4	0.0	1.0													G	('M3', 'm7')										3/4	0.5	0.5
267	68																																								1/6	0.0	1.0							1/2	0.5	0.5	G	('M6', 'P5', 'm7')										1/3	1.0	0.0
267	69																																					1/6	1.0	0.0							1/6	0.0	1.0	1/3	0.0	1.0	G	('M3', 'P4', 'P5', 'm7')										1/3	1.0	0.0
267	70																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
268	0																																		1/2	0.0	1.0																G	('M2', 'm7')										1/2	0.0	1.0
268	1																																								1/4	0.0	1.0				1/4	0.0	1.0	1/4	0.5	0.5	D	('M6', 'P4', 'P5', 'm3')				1/4	0.5	0.5						
268	2																																								1/3	0.0	1.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
268	3																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
268	4																																																				E	('m3', 'm6')				2/3	0.5	0.5	1/3	0.0	1.0			
268	5																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
268	6																																		1/2	0.0	1.0																G	('M2', 'm7')										1/2	0.0	1.0
268	7																																								1/4	0.0	1.0				1/4	0.0	1.0	1/4	0.5	0.5	D	('M6', 'P4', 'P5', 'm3')				1/4	0.5	0.5						
268	8																																								1/3	0.0	1.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
268	9																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
268	10																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
268	11																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
268	12																																					1/2	0.0	1.0	1/2	0.0	1.0										F	('M3', 'M6')												
268	13																																					1/2	0.3333333333333333	0.6666666666666666	1/2	0.3333333333333333	0.6666666666666666										F	('M3', 'M6')												
268	14																																					2/3	0.0	1.0	1/3	0.0	1.0										F	('M3', 'M6')												
268	15																																														1	0.0	1.0				G	('P4',)												
268	16																																																				E	('m3', 'm6')				1/2	0.3333333333333333	0.6666666666666666	1/2	0.3333333333333333	0.6666666666666666			
268	17																																																				E	('m3', 'm6')				2/3	0.0	1.0	1/3	0.0	1.0			
268	18																																														1	0.0	1.0				G	('P4',)												
268	19																																					1/4	0.0	1.0										3/4	0.5	0.5	G	('M3', 'P5')												
268	20																																		1/6	0.0	1.0	1/6	1.0	0.0										1/3	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/3	0.0	1.0
268	21																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
268	22																																														1	1.0	0.0				G	('P4',)												
268	23																																					1/4	0.0	1.0										3/4	0.5	0.5	G	('M3', 'P5')												
268	24																																		1/6	0.0	1.0	1/6	1.0	0.0										1/3	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/3	0.0	1.0
268	25																																					1	0.0	1.0													C	('M3',)												
268	26																																														1/6	1.0	0.0				E	('P4', 'm3', 'm6')				1/6	0.0	1.0	2/3	0.5	0.5			
268	27																																																				E	('m2', 'm6')	1/5	1.0	0.0				4/5	0.5	0.5			
268	28																																														1	1.0	0.0				G	('P4',)												
268	29																																					1/4	0.0	1.0										3/4	0.5	0.5	G	('M3', 'P5')												
268	30																																		1/6	0.0	1.0	1/6	1.0	0.0										1/3	0.0	1.0	G	('M2', 'M3', 'P5', 'm7')										1/3	0.0	1.0
268	31																																		1/3	1.0	0.0	2/3	0.0	1.0													C	('M2', 'M3')												
268	32																																																				E	('m2', 'm6')	1/3	1.0	0.0				2/3	0.0	1.0			
268	33																																														1/4	1.0	0.0				E	('P4', 'm3', 'm6')				1/4	0.0	1.0	1/2	0.0	1.0			
268	34																																																				G	()												
268	35																																					1/4	0.0	1.0										3/4	0.5	0.5	G	('M3', 'P5')												
268	36																																		1/4	0.0	1.0	1/4	1.0	0.0										1/2	0.0	1.0	G	('M2', 'M3', 'P5')												
268	37																																																	1	1.0	0.0	C	('P5',)												
268	38																																														1/6	1.0	0.0				E	('P4', 'm3', 'm6')				1/6	0.0	1.0	2/3	0.5	0.5			
268	39																																																				E	('m2', 'm6')	1/5	1.0	0.0				4/5	0.5	0.5			
268	40																																														1	1.0	0.0				G	('P4',)												
268	41																																					1/4	0.0	1.0										3/4	0.5	0.5	G	('M3', 'P5')												
268	42																																		1/4	0.0	1.0	1/4	1.0	0.0										1/2	0.0	1.0	G	('M2', 'M3', 'P5')												
268	43																																					1	1.0	0.0													C	('M3',)												
268	44																																																				E	('m6', 'm7')							3/4	0.5	0.5	1/4	0.0	1.0
268	45																																														1/4	1.0	0.0	1/4	0.0	1.0	E	('P4', 'P5', 'm6')							1/2	0.0	1.0			
268	46																																																				G	('m7',)										1	1.0	0.0
268	47																																					1/2	0.0	1.0	1/4	0.0	1.0										G	('M3', 'M6', 'm7')										1/4	1.0	0.0
268	48																																					2/3	0.0	1.0													G	('M3', 'm7')										1/3	1.0	0.0
268	49																																					1	0.0	1.0													C	('M3',)												
268	50																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
268	51																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
268	52																																																				G	('m7',)										1	0.0	1.0
268	53																																					1/2	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5')												
268	54																																					1/2	0.0	1.0													G	('M3', 'm7')										1/2	0.0	1.0
268	55																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	0																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	1																																		1/2	1.0	0.0				1/2	0.0	1.0										G	('M2', 'M6')												
269	2																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	3																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	4																																		1/2	1.0	0.0																G	('M2', 'm7')										1/2	0.0	1.0
269	5																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	6																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	7																																					1/2	0.0	1.0	1/4	1.0	0.0							1/4	0.0	1.0	G	('M3', 'M6', 'P5')												
269	8																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	9																																					2/3	0.5	0.5										1/3	0.0	1.0	C	('M3', 'P5')												
269	10																																								1/4	1.0	0.0				3/4	0.0	1.0				G	('M6', 'P4')												
269	11																																					1/2	1.0	0.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	12																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	13																																		1/2	1.0	0.0				1/2	0.0	1.0										G	('M2', 'M6')												
269	14																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	15																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	16																																		1/2	1.0	0.0																G	('M2', 'm7')										1/2	0.0	1.0
269	17																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	18																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	19																																					1/2	0.0	1.0	1/4	1.0	0.0							1/4	0.0	1.0	G	('M3', 'M6', 'P5')												
269	20																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	21																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	22																																																	1/2	0.0	1.0	F	('P5', 'm3')				1/2	0.0	1.0						
269	23																																																	3/7	0.0	1.0	F	('P5', 'm3', 'm6')				3/7	0.0	1.0	1/7	1.0	0.0			
269	24																																																	1/2	0.0	1.0	F	('P5', 'm3')				1/2	0.0	1.0						
269	25																																					1/2	0.0	1.0										1/2	1.0	0.0	Ab	('M3', 'P5')												
269	26																																								3/7	0.0	1.0				3/7	0.0	1.0				Eb	('M6', 'P4', 'm7')										1/7	1.0	0.0
269	27																																								1/2	0.0	1.0				1/2	0.0	1.0				Eb	('M6', 'P4')												
269	28																																					1/2	0.0	1.0										1/2	0.0	1.0	Eb	('M3', 'P5')												
269	29																																					1/7	0.0	1.0	1/7	1.0	0.0							3/7	0.0	1.0	Eb	('M3', 'M6', 'P5', 'm7')										2/7	0.0	1.0
269	30																																					1/6	0.0	1.0										1/2	0.0	1.0	Eb	('M3', 'P5', 'm7')										1/3	0.0	1.0
269	31																																					1/2	1.0	0.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
269	32																																								1/3	0.0	1.0				1/2	0.0	1.0	1/6	1.0	0.0	Eb	('M6', 'P4', 'P5')												
269	33																																								1/4	1.0	0.0				3/4	0.0	1.0				Eb	('M6', 'P4')												
269	34																																																	1/2	0.0	1.0	F	('P5', 'm3')				1/2	0.0	1.0						
269	35																																																	3/7	0.0	1.0	F	('P5', 'm3', 'm6')				3/7	0.0	1.0	1/7	1.0	0.0			
269	36																																																	1/2	0.0	1.0	F	('P5', 'm3')				1/2	0.0	1.0						
269	37																																					1/2	0.0	1.0										1/2	1.0	0.0	Ab	('M3', 'P5')												
269	38																																								1/2	0.0	1.0				1/2	0.0	1.0				Eb	('M6', 'P4')												
269	39																																								1/2	0.0	1.0				1/2	0.0	1.0				Eb	('M6', 'P4')												
269	40																																					1/2	0.0	1.0										1/2	0.0	1.0	Eb	('M3', 'P5')												
269	41																																					1/7	0.0	1.0										3/7	0.0	1.0	Eb	('M3', 'P5', 'm7')										3/7	0.5	0.5
269	42																																					1/6	0.0	1.0										1/2	0.0	1.0	Eb	('M3', 'P5', 'm7')										1/3	0.0	1.0
269	43																																					1/2	1.0	0.0										1/2	0.0	1.0	Ab	('M3', 'P5')												
269	44																																								1/3	0.0	1.0				1/2	0.0	1.0	1/6	1.0	0.0	Eb	('M6', 'P4', 'P5')												
269	45																																								1/4	1.0	0.0				3/4	0.0	1.0				Eb	('M6', 'P4')												
269	46																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	47																																		1/2	1.0	0.0				1/2	0.0	1.0										G	('M2', 'M6')												
269	48																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	49																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
269	50																																														1/2	0.0	1.0	1/2	1.0	0.0	G	('P4', 'P5')												
269	51																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
269	52																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	53																																		1/2	1.0	0.0																G	('M2', 'm7')										1/2	0.0	1.0
269	54																																								1/3	1.0	0.0				1/3	0.0	1.0				D	('M6', 'P4', 'm3')				1/3	0.0	1.0						
269	55																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	56																																					1/2	0.0	1.0	1/4	1.0	0.0							1/4	0.0	1.0	G	('M3', 'M6', 'P5')												
269	57																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
269	58																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	59																																		1/2	1.0	0.0				1/2	0.0	1.0										G	('M2', 'M6')												
269	60																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
269	61																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
269	62																																					1/2	0.0	1.0							1/2	1.0	0.0				C	('M3', 'P4')												
269	63																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
269	64																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	1.0	0.0
269	65																																					1/3	0.0	1.0	1/3	1.0	0.0							1/3	0.0	1.0	G	('M3', 'M6', 'P5')												
269	66																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	1.0	0.0
269	67																																					1	0.0	1.0													C	('M3',)												
270	0																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
270	1																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
270	2																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
270	3																																														1/4	0.0	1.0				B	('P4', 'm6')							3/4	1.0	0.0			
270	4																																																	2/5	0.0	1.0	G	('P5', 'm7')										3/5	0.0	1.0
270	5																																																	1/2	0.5	0.5	G	('P5', 'm7')										1/2	0.0	1.0
270	6																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
270	7																																					1/3	0.0	1.0										1/6	0.0	1.0	G	('M3', 'P5', 'm7')										1/2	0.5	0.5
270	8																																					1/3	0.0	1.0										1/6	1.0	0.0	G	('M3', 'P5', 'm7')										1/2	0.0	1.0
270	9				1/4	0.0	1.0																																											3/4	1.0	0.0	C	('A2', 'P5')												
270	10																																								3/5	0.0	1.0				2/5	0.0	1.0				G	('M6', 'P4')												
270	11																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
270	12																																					1/2	0.0	1.0										1/2	1.0	0.0	C	('M3', 'P5')												
270	13																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
270	14																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
270	15																																		1/3	0.0	1.0										1/3	0.0	1.0	1/3	1.0	0.0	D	('M2', 'P4', 'P5')												
270	16																																														1/2	0.0	1.0				A	('P4', 'm6')							1/2	0.0	1.0			
270	17																																														2/5	0.0	1.0				A	('P4', 'm6')							3/5	0.0	1.0			
270	18																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
270	19																																					1/6	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
270	20																																					1/4	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/4	0.0	1.0
270	21																																					5/8	0.0	1.0										3/8	0.0	1.0	C	('M3', 'P5')												
270	22																																		1/3	1.0	0.0										1/3	1.0	0.0	1/3	1.0	0.0	D	('M2', 'P4', 'P5')												
270	23																																														1/2	0.0	1.0				A	('P4', 'm6')							1/2	0.0	1.0			
270	24																																														2/5	0.0	1.0				A	('P4', 'm6')							3/5	0.0	1.0			
270	25																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
270	26																																					1/8	0.0	1.0	1/8	1.0	0.0				1/8	1.0	0.0	3/8	0.0	1.0	G	('M3', 'M6', 'P4', 'P5', 'm7')										1/4	0.0	1.0
270	27																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
270	28																																		1/3	1.0	0.0										1/3	1.0	0.0	1/3	1.0	0.0	C	('M2', 'P4', 'P5')												
270	29																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
270	30																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
270	31																																					2/3	0.5	0.5										1/3	0.0	1.0	C	('M3', 'P5')												
270	32																																								2/5	0.0	1.0				3/5	0.5	0.5				G	('M6', 'P4')												
270	33																																		1/7	1.0	0.0				3/7	0.0	1.0				3/7	0.0	1.0				G	('M2', 'M6', 'P4')												
270	34																																					1/2	1.0	0.0	1/2	0.0	1.0										C	('M3', 'M6')												
270	35																																		1/7	0.0	1.0				3/7	0.0	1.0				3/7	0.5	0.5				G	('M2', 'M6', 'P4')												
270	36																																								1/2	0.0	1.0				1/2	0.5	0.5				G	('M6', 'P4')												
270	37																																																				E	('m3', 'm6')				1/2	1.0	0.0	1/2	0.0	1.0			
270	38																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
270	39																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
270	40																																								1	0.0	1.0										G	('M6',)												
270	41																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
270	42																																					1/6	0.0	1.0										1/2	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
270	43																																					2/3	0.0	1.0										1/3	0.0	1.0	C	('M3', 'P5')												
271	0																																								1	0.0	1.0										G	('M6',)												
271	1	1/2	0.0	1.0																																					1/2	1.0	0.0										G	('A1', 'M6')												
271	2																																		1/2	0.0	1.0																G	('M2', 'm7')										1/2	0.0	1.0
271	3																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
271	4										1/4	1.0	0.0																																					1/4	0.0	1.0	G	('A4', 'P5', 'm7')										1/2	0.0	1.0
271	5																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	1.0	0.0
271	6													1/2	0.0	1.0																												1/2	0.0	1.0							G	('A5', 'M7')												
271	7																																								1	0.0	1.0										G	('M6',)												
271	8																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
271	9																																					1/4	1.0	0.0	1/2	0.0	1.0				1/4	0.0	1.0				G	('M3', 'M6', 'P4')												
271	10																																								1/2	1.0	0.0				1/2	0.0	1.0				G	('M6', 'P4')												
271	11																																		1/3	0.0	1.0													1/3	0.0	1.0	G	('M2', 'P5', 'm7')										1/3	0.0	1.0
271	12																																		1/2	0.0	1.0																G	('M2', 'm7')										1/2	0.0	1.0
271	13																																								1/2	0.0	1.0				1/2	0.0	1.0				G	('M6', 'P4')												
271	14																																								1	0.0	1.0										G	('M6',)												
271	15																																					1	0.0	1.0													G	('M3',)												
271	16																																					2/7	0.0	1.0				1/7	1.0	0.0				2/7	0.0	1.0	G	('M3', 'M7', 'P5', 'm7')										2/7	0.0	1.0
271	17																																					1/3	1.0	0.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
271	18																																					3/5	0.0	1.0										2/5	0.0	1.0	C	('M3', 'P5')												
271	19																																					1	0.0	1.0													F	('M3',)												
271	20													1/8	1.0	0.0																						1/8	1.0	0.0	3/8	0.0	1.0				3/8	0.0	1.0				C	('A5', 'M3', 'M6', 'P4')												
271	21																																								1/2	0.0	1.0				1/2	0.0	1.0				C	('M6', 'P4')												
271	22																																					1	0.0	1.0													C	('M3',)												
271	23																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
271	24																																																				G	('m7',)										1	0.0	1.0
271	25										1/6	1.0	0.0																									1/3	0.0	1.0										1/6	0.0	1.0	G	('A4', 'M3', 'P5', 'm7')										1/3	0.0	1.0
271	26																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
271	27																																					2/3	0.0	1.0										1/3	0.0	1.0	C	('M3', 'P5')												
271	28																																					1/8	1.0	0.0	1/2	0.0	1.0				3/8	0.0	1.0				G	('M3', 'M6', 'P4')												
271	29																																								1/2	0.5	0.5				1/2	0.0	1.0				G	('M6', 'P4')												
271	30																																					1	0.0	1.0													F	('M3',)												
271	31													1/8	1.0	0.0																						1/8	1.0	0.0	3/8	0.0	1.0				3/8	0.0	1.0				C	('A5', 'M3', 'M6', 'P4')												
271	32																																								1/2	0.0	1.0				1/2	0.0	1.0				C	('M6', 'P4')												
271	33																																					1	0.0	1.0													C	('M3',)												
271	34																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
271	35																																																				G	('m7',)										1	0.0	1.0
271	36										1/6	1.0	0.0																									1/3	0.0	1.0										1/6	0.0	1.0	G	('A4', 'M3', 'P5', 'm7')										1/3	0.0	1.0
271	37																																					1/3	0.0	1.0										1/3	0.0	1.0	G	('M3', 'P5', 'm7')										1/3	0.0	1.0
271	38																																					1/2	0.0	1.0										1/2	0.0	1.0	C	('M3', 'P5')												
271	39																																								2/3	0.5	0.5				1/3	0.0	1.0				G	('M6', 'P4')												
272	0																																		2/7	0.0	1.0	2/7	0.3333333333333333	0.6666666666666666							1/7	0.0	1.0	2/7	0.6666666666666666	0.3333333333333333	C	('M2', 'M3', 'P4', 'P5')												
272	1																																		2/7	0.0	1.0	5/14	0.25	0.75				1/7	0.0	1.0				3/14	0.5	0.5	C	('M2', 'M3', 'M7', 'P5')												
272	2																																					4/5	0.3333333333333333	0.6666666666666666										1/5	1.0	0.0	C	('M3', 'P5')												
272	3																																																	1/4	0.0	1.0	E	('P5', 'm6')							3/4	0.5	0.5			
272	4																												1/3	0.0	1.0																						B	('D5', 'm3', 'm6', 'm7')				1/6	0.0	1.0	1/3	0.0	1.0	1/6	0.0	1.0
272	5																																																	1/2	0.0	1.0	G	('P5', 'm7')										1/2	0.0	1.0
272	6																																		2/7	0.0	1.0	2/7	0.3333333333333333	0.6666666666666666							1/7	0.0	1.0	2/7	0.6666666666666666	0.3333333333333333	C	('M2', 'M3', 'P4', 'P5')												
272	7																																		2/7	0.0	1.0	5/14	0.25	0.75				1/7	0.0	1.0				3/14	0.5	0.5	C	('M2', 'M3', 'M7', 'P5')												
272	8																																					4/5	0.3333333333333333	0.6666666666666666										1/5	1.0	0.0	C	('M3', 'P5')												
272	9																																		3/7	0.5	0.5							1/7	0.0	1.0	1/7	0.0	1.0	2/7	0.0	1.0	C	('M2', 'M7', 'P4', 'P5')												
272	10																																					4/5	0.0	1.0										1/5	0.0	1.0	C	('M3', 'P5')												
272	11																																																	1	1.0	0.0	C	('P5',)												
272	12																																																				E	('m3', 'm6')				1/2	0.0	1.0	1/2	0.0	1.0			
272	13																																																				E	('m3', 'm6')				1/3	0.0	1.0	2/3	0.0	1.0			
272	14																																					1	0.0	1.0													G	('M3',)												
272	15																																								2/5	0.0	1.0				3/5	0.5	0.5				D	('M6', 'P4')												
272	16																																								1/2	0.0	1.0				1/2	0.0	1.0				D	('M6', 'P4')												
272	17																																					1	0.0	1.0													D	('M3',)												
